;0;1;2;3;4;5;6;7;8;9;10;Asignacion
47;8;0;1;2;5;17;7;6,08276253;4,123105626;7;3,16227766;5
48;9;0;1;2;5;16;4,242640687;4,242640687;2;4,242640687;2,236067977;5
49;10;0;1;2;5;15;3,605551275;5;2,236067977;3,605551275;2,828427125;3
50;11;0;1;1;5;15;3,16227766;7,615773106;2;3,16227766;2,236067977;5
51;12;0;1;1;5;14;5;3,605551275;2,236067977;5;2;5
52;13;0;1;1;5;13;3,16227766;7,615773106;2;3,16227766;2,236067977;5
53;14;0;1;1;5;12;7,810249676;1;5;7,810249676;4,472135955;5
54;15;0;1;1;5;11;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
55;16;0;1;0;5;11;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;2
56;17;0;0;0;5;11;6;6;3,16227766;6;2,236067977;5
57;18;0;0;0;5;10;5;3,605551275;3;5;3,16227766;5
58;19;0;0;0;5;9;2;7,211102551;3,16227766;2;4,123105626;4
59;20;0;0;0;4;9;6;6;3,16227766;6;2,236067977;5
60;1;1;1;5;5;20;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
61;2;1;1;5;5;19;6,08276253;5;5,385164807;6,08276253;5,830951895;3
62;3;1;1;4;5;19;9,486832981;4,242640687;6,32455532;9,486832981;5,385164807;5
63;4;1;1;4;5;18;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
64;5;1;1;3;5;18;8,602325267;1,414213562;5,656854249;8,602325267;5;5
65;6;1;1;3;5;17;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
66;7;1;1;2;5;17;5;3,605551275;2,236067977;5;2;5
67;8;1;1;2;5;16;8,94427191;2,828427125;5,830951895;8,94427191;5;5
68;9;1;1;2;5;15;8,485281374;0;5,830951895;8,485281374;5,385164807;2
69;10;1;0;2;5;15;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
70;11;1;0;2;5;14;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
71;12;1;0;1;5;14;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
72;13;1;0;1;5;13;4,123105626;7,280109889;2,236067977;4,123105626;2;5
73;14;1;0;1;5;12;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
74;15;1;0;0;5;12;6;6;5,830951895;6;6,403124237;4
75;16;1;0;0;4;12;8;6,32455532;5,099019514;8;4,123105626;5
76;17;1;0;0;4;11;4,472135955;4,472135955;1,414213562;4,472135955;1;5
77;18;1;0;0;4;10;5,830951895;3,16227766;4;5,830951895;4,123105626;5
78;19;1;0;0;4;9;1;7,810249676;2,236067977;1;3,16227766;1
79;20;0;0;0;4;9;9,219544457;1;6,708203932;9,219544457;6,32455532;5
80;1;1;1;5;5;20;9,848857802;3,605551275;6,708203932;9,848857802;5,830951895;5
81;2;1;1;5;5;19;1,414213562;7,071067812;2;1,414213562;3;1
82;3;0;1;5;5;19;6,32455532;4;3,16227766;6,32455532;2,236067977;5
83;4;0;1;5;5;18;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
84;5;0;1;5;5;17;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;2
85;6;0;0;5;5;17;5,830951895;3,16227766;4;5,830951895;4,123105626;5
86;7;0;0;5;5;16;2;7,211102551;1,414213562;2;2,236067977;3
87;8;0;0;4;5;16;6,708203932;3;5;6,708203932;5,099019514;5
88;9;0;0;4;5;15;8,94427191;2,828427125;7,071067812;8,94427191;7;5
89;10;0;0;4;5;14;3;6,708203932;3,605551275;3;4,472135955;4
90;11;0;0;4;4;14;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
91;12;0;0;4;4;13;8;6,32455532;7,615773106;8;8,062257748;3
92;13;0;0;3;4;13;4,123105626;7,280109889;2,236067977;4,123105626;2;5
93;14;0;0;3;4;12;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
94;15;0;0;3;4;11;7,810249676;1;5;7,810249676;4,472135955;5
95;16;0;0;3;4;10;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
96;17;0;0;2;4;10;6;6;5,830951895;6;6,403124237;3
97;18;0;0;1;4;10;8,062257748;2,236067977;6,08276253;8,062257748;6;5
98;19;0;0;1;4;9;4,242640687;4,242640687;2;4,242640687;2,236067977;3
99;20;0;0;0;4;9;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;4
100;1;1;1;5;5;20;9,899494937;1,414213562;7,211102551;9,899494937;6,708203932;2
101;2;1;0;5;5;20;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
102;3;1;0;5;5;19;6,08276253;7;3,605551275;6,08276253;2,828427125;5
103;4;1;0;5;5;18;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
104;5;1;0;5;5;17;7;6,08276253;4,123105626;7;3,16227766;5
105;6;1;0;5;5;16;6,403124237;2,236067977;4,123105626;6,403124237;4;5
106;7;1;0;5;5;15;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
107;8;1;0;5;5;14;9,219544457;1;6,403124237;9,219544457;5,830951895;5
108;9;1;0;5;5;13;2;7,211102551;3,16227766;2;4,123105626;1
109;10;0;0;5;5;13;7,211102551;2;4,242640687;7,211102551;3,605551275;5
110;11;0;0;5;5;12;9,055385138;5,830951895;6;9,055385138;5;5
111;12;0;0;5;5;11;7,211102551;2;4,242640687;7,211102551;3,605551275;5
112;13;0;0;5;5;10;6;6;3,16227766;6;2,236067977;5
113;14;0;0;5;5;9;5,656854249;2,828427125;3,16227766;5,656854249;3;5
114;15;0;0;5;5;8;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
115;16;0;0;4;5;8;7;6,08276253;6,708203932;7;7,211102551;3
116;17;0;0;3;5;8;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
117;18;0;0;3;5;7;7,810249676;1;5,385164807;7,810249676;5,099019514;5
118;19;0;0;3;5;6;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
119;20;0;0;3;5;5;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
120;1;1;1;5;5;20;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
121;2;1;1;4;5;20;6,08276253;5;3;6,08276253;2;5
122;3;1;1;4;5;19;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
123;4;1;1;4;5;18;1,414213562;7,071067812;2;1,414213562;3;4
124;5;1;1;4;4;18;8,602325267;1,414213562;6,32455532;8,602325267;6,08276253;5
125;6;1;1;4;4;17;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
126;7;1;1;3;4;17;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
127;8;1;1;3;4;16;8,602325267;1,414213562;5,656854249;8,602325267;5;5
128;9;1;1;3;4;15;1,414213562;8,602325267;2,828427125;1,414213562;3,605551275;1
129;10;0;1;3;4;15;9,219544457;1;6,708203932;9,219544457;6,32455532;2
130;11;0;0;3;4;15;8,94427191;2,828427125;5,830951895;8,94427191;5;5
131;12;0;0;3;4;14;0;8,485281374;3,16227766;0;4,123105626;4
132;13;0;0;3;3;14;3,605551275;5;2,236067977;3,605551275;2,828427125;3
133;14;0;0;2;3;14;8,602325267;1,414213562;5,656854249;8,602325267;5;5
134;15;0;0;2;3;13;2;7,211102551;3,16227766;2;4,123105626;4
135;16;0;0;2;2;13;7,810249676;1;5,385164807;7,810249676;5,099019514;5
136;17;0;0;2;2;12;7,211102551;2;5,099019514;7,211102551;5;5
137;18;0;0;2;2;11;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
138;19;0;0;2;2;10;9,219544457;1;6,403124237;9,219544457;5,830951895;5
139;20;0;0;2;2;9;5,099019514;5,099019514;4,472135955;5,099019514;5;3
140;1;1;1;5;5;20;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
141;2;1;1;5;5;19;7,615773106;3,16227766;6;7,615773106;6,08276253;3
142;3;1;1;4;5;19;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
143;4;1;1;4;5;18;1;9,219544457;3,605551275;1;4,472135955;1
144;5;0;1;4;5;18;7;6,08276253;6,708203932;7;7,211102551;3
145;6;0;1;3;5;18;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
146;7;0;1;3;5;17;9,055385138;5,830951895;6;9,055385138;5;5
147;8;0;1;3;5;16;7;6,08276253;4,123105626;7;3,16227766;5
148;9;0;1;3;5;15;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
149;10;0;1;3;5;14;4;6,32455532;4,242640687;4;5;4
150;11;0;1;3;4;14;4,123105626;5,385164807;1;4,123105626;0;5
151;12;0;1;3;4;13;6,403124237;2,236067977;4,123105626;6,403124237;4;5
152;13;0;1;3;4;12;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
153;14;0;1;2;4;12;7,211102551;2;4,242640687;7,211102551;3,605551275;5
154;15;0;1;2;4;11;8,485281374;0;5,830951895;8,485281374;5,385164807;2
155;16;0;0;2;4;11;5,830951895;3,16227766;4;5,830951895;4,123105626;3
156;17;0;0;1;4;11;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
157;18;0;0;1;4;10;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
158;19;0;0;1;4;9;9,219544457;1;6,403124237;9,219544457;5,830951895;5
159;20;0;0;1;4;8;6,708203932;3;5;6,708203932;5,099019514;3
160;1;1;1;5;5;20;2,236067977;6,403124237;1;2,236067977;2;3
161;2;1;1;4;5;20;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
162;3;1;1;3;5;20;1,414213562;7,071067812;2;1,414213562;3;4
163;4;1;1;3;4;20;7,211102551;2;4,242640687;7,211102551;3,605551275;5
164;5;1;1;3;4;19;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
165;6;1;1;2;4;19;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
166;7;1;1;2;4;18;1;7,810249676;2,236067977;1;3,16227766;1
167;8;0;1;2;4;18;5,099019514;5,099019514;2;5,099019514;1;5
168;9;0;1;2;4;17;2;7,211102551;1,414213562;2;2,236067977;3
169;10;0;1;1;4;17;9,219544457;1;6,708203932;9,219544457;6,32455532;2
170;11;0;0;1;4;17;9,219544457;5;6,08276253;9,219544457;5,099019514;5
171;12;0;0;1;4;16;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
172;13;0;0;1;3;16;8,602325267;1,414213562;6,32455532;8,602325267;6,08276253;5
173;14;0;0;1;3;15;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
174;15;0;0;1;3;14;2,236067977;6,403124237;1;2,236067977;2;3
175;16;0;0;0;3;14;9,899494937;1,414213562;7,211102551;9,899494937;6,708203932;5
176;17;0;0;0;3;13;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
177;18;0;0;0;3;12;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
178;19;0;0;0;3;11;8,544003745;3,605551275;7;8,544003745;7,071067812;5
179;20;0;0;0;3;10;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
180;1;1;1;5;5;20;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
181;2;1;1;5;5;19;6;6;3,16227766;6;2,236067977;5
182;3;1;1;5;5;18;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
183;4;1;1;5;5;17;5,656854249;2,828427125;3,16227766;5,656854249;3;5
184;5;1;1;5;5;16;8;6,32455532;5,099019514;8;4,123105626;5
185;6;1;1;5;5;15;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
186;7;1;1;4;5;15;6,708203932;3;3,605551275;6,708203932;2,828427125;5
187;8;1;1;4;5;14;9,219544457;1;6,403124237;9,219544457;5,830951895;2
188;9;1;0;4;5;14;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
189;10;1;0;4;5;13;0;8,485281374;3,16227766;0;4,123105626;4
190;11;1;0;4;4;13;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
191;12;1;0;3;4;13;5,099019514;5,099019514;2;5,099019514;1;5
192;13;1;0;3;4;12;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
193;14;1;0;3;4;11;1,414213562;8,602325267;2,828427125;1,414213562;3,605551275;1
194;15;0;0;3;4;11;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
195;16;0;0;2;4;11;8,062257748;2,236067977;6,08276253;8,062257748;6;5
196;17;0;0;2;4;10;8,602325267;1,414213562;5,656854249;8,602325267;5;5
197;18;0;0;2;4;9;8,544003745;3,605551275;7;8,544003745;7,071067812;3
198;19;0;0;1;4;9;7,615773106;3,16227766;6;7,615773106;6,08276253;3
199;20;0;0;0;4;9;5;6,08276253;2,236067977;5;1,414213562;5
200;1;1;1;5;5;20;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
201;2;1;1;5;5;19;6,08276253;7;3,605551275;6,08276253;2,828427125;5
202;3;1;1;5;5;18;6,708203932;3;3,605551275;6,708203932;2,828427125;5
203;4;1;1;5;5;17;7,211102551;2;5,099019514;7,211102551;5;5
204;5;1;1;5;5;16;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
205;6;1;1;4;5;16;1,414213562;8,602325267;2,828427125;1,414213562;3,605551275;1
206;7;0;1;4;5;16;10;2;7,615773106;10;7,280109889;5
207;8;0;1;4;5;15;5,099019514;5,099019514;4,472135955;5,099019514;5;3
208;9;0;1;3;5;15;6,32455532;4;5,099019514;6,32455532;5,385164807;3
209;10;0;1;2;5;15;3,16227766;7,615773106;2;3,16227766;2,236067977;5
210;11;0;1;2;5;14;7;6,08276253;6,708203932;7;7,211102551;3
211;12;0;1;1;5;14;5;6,08276253;2,236067977;5;1,414213562;5
212;13;0;1;1;5;13;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
213;14;0;1;0;5;13;8,485281374;0;5,830951895;8,485281374;5,385164807;5
214;15;0;1;0;5;12;8,485281374;0;5,830951895;8,485281374;5,385164807;2
215;16;0;0;0;5;12;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
216;17;0;0;0;5;11;10;2;7,615773106;10;7,280109889;5
217;18;0;0;0;5;10;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
218;19;0;0;0;5;9;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
219;20;0;0;0;5;8;2;7,211102551;3,16227766;2;4,123105626;4
220;1;1;1;5;5;20;6,708203932;3;5;6,708203932;5,099019514;3
221;2;1;1;4;5;20;7,615773106;3,16227766;6;7,615773106;6,08276253;3
222;3;1;1;3;5;20;5;3,605551275;2,236067977;5;2;5
223;4;1;1;3;5;19;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
224;5;1;1;3;5;18;1,414213562;7,071067812;2;1,414213562;3;4
225;6;1;1;3;4;18;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;2
226;7;1;0;3;4;18;9,219544457;1;6,403124237;9,219544457;5,830951895;5
227;8;1;0;3;4;17;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
228;9;1;0;3;4;16;7,211102551;2;5,099019514;7,211102551;5;5
229;10;1;0;3;4;15;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
230;11;1;0;3;4;14;5;6,08276253;5;5;5,656854249;4
231;12;1;0;3;3;14;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
232;13;1;0;2;3;14;5;3,605551275;3;5;3,16227766;3
233;14;1;0;1;3;14;1;7,810249676;3;1;4;1
234;15;0;0;1;3;14;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
235;16;0;0;1;3;13;5;6,08276253;5;5;5,656854249;4
236;17;0;0;1;2;13;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
237;18;0;0;1;1;13;3,605551275;5;2,236067977;3,605551275;2,828427125;3
238;19;0;0;0;1;13;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
239;20;0;0;0;1;12;5,656854249;2,828427125;3,16227766;5,656854249;3;5
240;1;1;1;5;5;20;12,04159458;3,605551275;9,219544457;12,04159458;8,602325267;5
241;2;1;1;5;5;19;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
242;3;1;1;4;5;19;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
243;4;1;1;3;5;19;3,605551275;5;1;3,605551275;1,414213562;3
244;5;1;1;2;5;19;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
245;6;1;1;2;5;18;3,16227766;5,830951895;0;3,16227766;1;3
246;7;1;1;1;5;18;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
247;8;1;1;1;5;17;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;5
248;9;1;1;1;5;16;5,099019514;5,099019514;2;5,099019514;1;5
249;10;1;1;1;5;15;8,602325267;1,414213562;6,32455532;8,602325267;6,08276253;5
250;11;1;1;1;5;14;1;9,219544457;3,605551275;1;4,472135955;1
251;12;0;1;1;5;14;4,242640687;4,242640687;2;4,242640687;2,236067977;5
252;13;0;1;1;5;13;8;6,32455532;7,615773106;8;8,062257748;3
253;14;0;1;0;5;13;5,656854249;2,828427125;3,16227766;5,656854249;3;5
254;15;0;1;0;5;12;8,544003745;3,605551275;7;8,544003745;7,071067812;5
255;16;0;1;0;5;11;5,656854249;2,828427125;3,16227766;5,656854249;3;5
256;17;0;1;0;5;10;10,81665383;3;7,810249676;10,81665383;7,071067812;5
257;18;0;1;0;5;9;10,81665383;3;7,810249676;10,81665383;7,071067812;5
258;19;0;1;0;5;8;8,485281374;0;5,830951895;8,485281374;5,385164807;2
259;20;0;0;0;5;8;6,32455532;4;3,16227766;6,32455532;2,236067977;5
260;1;1;1;5;5;20;4,242640687;4,242640687;2;4,242640687;2,236067977;5
261;2;1;1;5;5;19;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
262;3;1;1;5;5;18;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;1
263;4;0;1;5;5;18;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
264;5;0;1;5;5;17;9,486832981;4,242640687;6,32455532;9,486832981;5,385164807;5
265;6;0;1;5;5;16;6,08276253;5;5,385164807;6,08276253;5,830951895;3
266;7;0;1;4;5;16;9,219544457;1;6,708203932;9,219544457;6,32455532;2
267;8;0;0;4;5;16;6,708203932;3;5;6,708203932;5,099019514;5
268;9;0;0;4;5;15;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
269;10;0;0;3;5;15;6;6;5,830951895;6;6,403124237;4
270;11;0;0;3;4;15;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
271;12;0;0;2;4;15;4,242640687;4,242640687;2;4,242640687;2,236067977;5
272;13;0;0;2;4;14;4,472135955;4,472135955;1,414213562;4,472135955;1;5
273;14;0;0;2;4;13;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
274;15;0;0;2;4;12;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
275;16;0;0;2;4;11;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;5
276;17;0;0;2;4;10;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
277;18;0;0;2;4;9;3;6,708203932;1;3;1,414213562;3
278;19;0;0;1;4;9;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;5
279;20;0;0;1;4;8;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
280;1;1;1;5;5;20;5;6,08276253;5;5;5,656854249;1
281;2;0;1;5;5;20;7,810249676;1;5,385164807;7,810249676;5,099019514;5
282;3;0;1;5;5;19;5;6,08276253;5;5;5,656854249;4
283;4;0;1;5;4;19;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
284;5;0;1;4;4;19;5,830951895;3,16227766;4;5,830951895;4,123105626;5
285;6;0;1;4;4;18;9,055385138;5,830951895;6;9,055385138;5;5
286;7;0;1;4;4;17;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
287;8;0;1;4;4;16;8,062257748;2,236067977;6,08276253;8,062257748;6;5
288;9;0;1;4;4;15;4,242640687;4,242640687;2;4,242640687;2,236067977;3
289;10;0;1;3;4;15;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
290;11;0;1;3;4;14;5;6,08276253;5;5;5,656854249;4
291;12;0;1;3;3;14;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
292;13;0;1;2;3;14;6;6;5,830951895;6;6,403124237;3
293;14;0;1;1;3;14;7,810249676;1;5,385164807;7,810249676;5,099019514;5
294;15;0;1;1;3;13;3,605551275;5;1;3,605551275;1,414213562;3
295;16;0;1;0;3;13;5;3,605551275;3;5;3,16227766;5
296;17;0;1;0;3;12;8,485281374;0;5,830951895;8,485281374;5,385164807;2
297;18;0;0;0;3;12;4;6,32455532;1,414213562;4;1;5
298;19;0;0;0;3;11;7,071067812;5,099019514;4;7,071067812;3;5
299;20;0;0;0;3;10;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
300;1;1;1;5;5;20;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;5
301;2;1;1;5;5;19;3;6,708203932;1;3;1,414213562;3
302;3;1;1;4;5;19;8;6,32455532;5,099019514;8;4,123105626;5
303;4;1;1;4;5;18;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
304;5;1;1;3;5;18;8,544003745;3,605551275;7;8,544003745;7,071067812;5
305;6;1;1;3;5;17;4;6,32455532;4,242640687;4;5;4
306;7;1;1;3;4;17;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
307;8;1;1;2;4;17;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
308;9;1;1;1;4;17;4;6,32455532;4,242640687;4;5;4
309;10;1;1;1;3;17;4;6,32455532;1,414213562;4;1;5
310;11;1;1;1;3;16;7,615773106;3,16227766;6;7,615773106;6,08276253;5
311;12;1;1;1;3;15;2;7,211102551;3,16227766;2;4,123105626;4
312;13;1;1;1;2;15;6,403124237;2,236067977;4,123105626;6,403124237;4;5
313;14;1;1;1;2;14;8,602325267;1,414213562;6,32455532;8,602325267;6,08276253;5
314;15;1;1;1;2;13;7,211102551;2;4,242640687;7,211102551;3,605551275;5
315;16;1;1;1;2;12;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
316;17;1;1;1;2;11;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
317;18;1;1;0;2;11;10,63014581;2,236067977;8,062257748;10,63014581;7,615773106;2
318;19;1;0;0;2;11;4,472135955;4,472135955;1,414213562;4,472135955;1;5
319;20;1;0;0;2;10;1;7,810249676;2,236067977;1;3,16227766;1
320;1;1;1;5;5;20;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
321;2;1;1;5;5;19;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
322;3;1;1;5;5;18;6,32455532;4;5,099019514;6,32455532;5,385164807;3
323;4;1;1;4;5;18;5,099019514;5,099019514;4,472135955;5,099019514;5;3
324;5;1;1;3;5;18;4,123105626;7,280109889;2,236067977;4,123105626;2;5
325;6;1;1;3;5;17;9,219544457;1;6,708203932;9,219544457;6,32455532;5
326;7;1;1;3;5;16;6;6;3,16227766;6;2,236067977;5
327;8;1;1;3;5;15;9,219544457;5;6,08276253;9,219544457;5,099019514;5
328;9;1;1;3;5;14;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
329;10;1;1;2;5;14;1;7,810249676;3;1;4;1
330;11;0;1;2;5;14;7,810249676;1;5;7,810249676;4,472135955;5
331;12;0;1;2;5;13;8,485281374;0;5,830951895;8,485281374;5,385164807;2
332;13;0;0;2;5;13;4,123105626;5,385164807;1;4,123105626;0;5
333;14;0;0;2;5;12;5,099019514;5,099019514;2;5,099019514;1;5
