;0;1;2;3;4;5;6;7;8;9;10;Asignacion
117;18;1;0;1;4;9;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
118;19;1;0;1;4;8;4,472135955;4,472135955;1,414213562;4,472135955;1;5
119;20;1;0;1;4;7;1,414213562;8,602325267;2,828427125;1,414213562;3,605551275;1
120;1;1;1;5;5;20;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
121;2;1;1;5;5;19;4,123105626;5,385164807;1;4,123105626;0;5
122;3;1;1;5;5;18;3,605551275;5;2,236067977;3,605551275;2,828427125;3
123;4;1;1;4;5;18;4,123105626;5,385164807;3,605551275;4,123105626;4,242640687;3
124;5;1;1;3;5;18;3,605551275;5;2,236067977;3,605551275;2,828427125;3
125;6;1;1;2;5;18;7;6,08276253;6,708203932;7;7,211102551;4
126;7;1;1;2;4;18;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;5
127;8;1;1;2;4;17;5,830951895;3,16227766;4;5,830951895;4,123105626;5
128;9;1;1;2;4;16;8,485281374;0;5,830951895;8,485281374;5,385164807;2
129;10;1;0;2;4;16;10,81665383;3;7,810249676;10,81665383;7,071067812;5
130;11;1;0;2;4;15;7,071067812;5,099019514;4;7,071067812;3;5
131;12;1;0;2;4;14;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
132;13;1;0;2;4;13;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;5
133;14;1;0;2;4;12;6,08276253;7;3,605551275;6,08276253;2,828427125;5
134;15;1;0;2;4;11;7;6,08276253;6,708203932;7;7,211102551;3
135;16;1;0;1;4;11;8,062257748;5,385164807;5;8,062257748;4;5
136;17;1;0;1;4;10;6,08276253;7;3,605551275;6,08276253;2,828427125;5
137;18;1;0;1;4;9;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
138;19;1;0;0;4;9;8,544003745;3,605551275;7;8,544003745;7,071067812;5
139;20;1;0;0;4;8;1;9,219544457;3,605551275;1;4,472135955;1
140;1;1;1;5;5;20;8;6,32455532;7,615773106;8;8,062257748;3
141;2;1;1;4;5;20;5;6,08276253;5;5;5,656854249;4
142;3;1;1;4;4;20;6,403124237;2,236067977;4,123105626;6,403124237;4;5
143;4;1;1;4;4;19;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
144;5;1;1;4;4;18;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
145;6;1;1;4;4;17;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
146;7;1;1;4;4;16;1,414213562;7,071067812;2;1,414213562;3;1
147;8;0;1;4;4;16;7;6,08276253;4,123105626;7;3,16227766;5
148;9;0;1;4;4;15;5;3,605551275;3;5;3,16227766;3
149;10;0;1;3;4;15;6,32455532;4;3,16227766;6,32455532;2,236067977;5
150;11;0;1;3;4;14;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
151;12;0;1;3;4;13;9,219544457;1;6,708203932;9,219544457;6,32455532;2
152;13;0;0;3;4;13;4,472135955;4,472135955;3,16227766;4,472135955;3,605551275;3
153;14;0;0;2;4;13;5,830951895;3,16227766;4;5,830951895;4,123105626;5
154;15;0;0;2;4;12;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
155;16;0;0;2;4;11;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
156;17;0;0;2;4;10;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
157;18;0;0;2;4;9;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
158;19;0;0;1;4;9;8;6,32455532;7,615773106;8;8,062257748;3
159;20;0;0;0;4;9;6,708203932;3;3,605551275;6,708203932;2,828427125;5
160;1;1;1;5;5;20;4,123105626;5,385164807;1;4,123105626;0;5
161;2;1;1;5;5;19;1,414213562;8,602325267;2,828427125;1,414213562;3,605551275;1
162;3;0;1;5;5;19;4,472135955;4,472135955;1,414213562;4,472135955;1;5
163;4;0;1;5;5;18;0;8,485281374;3,16227766;0;4,123105626;4
164;5;0;1;5;4;18;8,062257748;5,385164807;5;8,062257748;4;5
165;6;0;1;5;4;17;9,055385138;5,830951895;6;9,055385138;5;5
166;7;0;1;5;4;16;8,602325267;1,414213562;5,656854249;8,602325267;5;5
167;8;0;1;5;4;15;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;2
168;9;0;0;5;4;15;6,708203932;3;3,605551275;6,708203932;2,828427125;5
169;10;0;0;5;4;14;6,08276253;7;3,605551275;6,08276253;2,828427125;5
170;11;0;0;5;4;13;10;2;7,071067812;10;6,403124237;5
171;12;0;0;5;4;12;8,544003745;3,605551275;7;8,544003745;7,071067812;3
172;13;0;0;4;4;12;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
173;14;0;0;4;4;11;4,123105626;7,280109889;2,236067977;4,123105626;2;5
174;15;0;0;4;4;10;4;6,32455532;4,242640687;4;5;4
175;16;0;0;4;3;10;7,810249676;1;5,385164807;7,810249676;5,099019514;5
176;17;0;0;4;3;9;8,544003745;3,605551275;7;8,544003745;7,071067812;3
177;18;0;0;3;3;9;9,219544457;1;6,403124237;9,219544457;5,830951895;5
178;19;0;0;3;3;8;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
179;20;0;0;2;3;8;6,08276253;7;3,605551275;6,08276253;2,828427125;5
180;1;1;1;5;5;20;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
181;2;1;1;4;5;20;3,605551275;5;2,236067977;3,605551275;2,828427125;3
182;3;1;1;3;5;20;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
183;4;1;1;3;5;19;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
184;5;1;1;3;5;18;6,32455532;4;3,16227766;6,32455532;2,236067977;5
185;6;1;1;3;5;17;9,219544457;1;6,708203932;9,219544457;6,32455532;2
186;7;1;0;3;5;17;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
187;8;1;0;3;5;16;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
188;9;1;0;3;5;15;8,062257748;2,236067977;6,08276253;8,062257748;6;5
189;10;1;0;3;5;14;9;6,708203932;6,08276253;9;5,099019514;5
190;11;1;0;3;5;13;7,280109889;4,123105626;4,123105626;7,280109889;3,16227766;5
191;12;1;0;3;5;12;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
192;13;1;0;3;5;11;4;6,32455532;1,414213562;4;1;5
193;14;1;0;3;5;10;10;2;7,071067812;10;6,403124237;5
194;15;1;0;3;5;9;2;7,211102551;3,16227766;2;4,123105626;1
195;16;0;0;3;5;9;3,16227766;7,615773106;2;3,16227766;2,236067977;3
196;17;0;0;2;5;9;4,123105626;5,385164807;1;4,123105626;0;5
197;18;0;0;2;5;8;7,810249676;1;5,385164807;7,810249676;5,099019514;5
198;19;0;0;2;5;7;5,830951895;3,16227766;4;5,830951895;4,123105626;3
199;20;0;0;1;5;7;8;6,32455532;5,099019514;8;4,123105626;5
200;1;1;1;5;5;20;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
201;2;1;1;4;5;20;6,403124237;2,236067977;4,123105626;6,403124237;4;5
202;3;1;1;4;5;19;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
203;4;1;1;4;5;18;10,81665383;3;7,810249676;10,81665383;7,071067812;5
204;5;1;1;4;5;17;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
205;6;1;1;4;5;16;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
206;7;1;1;4;5;15;3,16227766;5,830951895;0;3,16227766;1;3
207;8;1;1;3;5;15;2;7,211102551;1,414213562;2;2,236067977;3
208;9;1;1;2;5;15;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
209;10;1;1;2;5;14;5,656854249;2,828427125;3,16227766;5,656854249;3;5
210;11;1;1;2;5;13;5;3,605551275;2,236067977;5;2;5
211;12;1;1;2;5;12;7,071067812;5,099019514;6,32455532;7,071067812;6,708203932;3
212;13;1;1;1;5;12;9;6,708203932;6,08276253;9;5,099019514;5
213;14;1;1;1;5;11;10,81665383;3;7,810249676;10,81665383;7,071067812;5
214;15;1;1;1;5;10;10;2;7,615773106;10;7,280109889;2
215;16;1;0;1;5;10;2;7,211102551;1,414213562;2;2,236067977;3
216;17;1;0;0;5;10;7,810249676;1;5,385164807;7,810249676;5,099019514;5
217;18;1;0;0;5;9;12,04159458;3,605551275;9,219544457;12,04159458;8,602325267;5
218;19;1;0;0;5;8;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
219;20;1;0;0;5;7;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
220;1;1;1;5;5;20;1;9,219544457;3,605551275;1;4,472135955;1
221;2;0;1;5;5;20;2;7,211102551;3,16227766;2;4,123105626;4
222;3;0;1;5;4;20;0;8,485281374;3,16227766;0;4,123105626;4
223;4;0;1;5;3;20;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;3
224;5;0;1;4;3;20;7,071067812;5,099019514;4;7,071067812;3;5
225;6;0;1;4;3;19;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
226;7;0;1;3;3;19;5,830951895;3,16227766;2,828427125;5,830951895;2,236067977;5
227;8;0;1;3;3;18;9,219544457;1;6,403124237;9,219544457;5,830951895;5
228;9;0;1;3;3;17;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
229;10;0;1;3;3;16;10,29563014;3,16227766;7,211102551;10,29563014;6,403124237;5
230;11;0;1;3;3;15;7,211102551;2;4,242640687;7,211102551;3,605551275;5
231;12;0;1;3;3;14;6,708203932;3;3,605551275;6,708203932;2,828427125;5
232;13;0;1;3;3;13;7,810249676;1;5;7,810249676;4,472135955;5
233;14;0;1;3;3;12;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
234;15;0;1;3;3;11;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;2
235;16;0;0;3;3;11;1;7,810249676;2,236067977;1;3,16227766;4
236;17;0;0;3;2;11;6,403124237;2,236067977;3,605551275;6,403124237;3,16227766;5
237;18;0;0;3;2;10;7;6,08276253;4,123105626;7;3,16227766;5
238;19;0;0;3;2;9;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;3
239;20;0;0;2;2;9;11,3137085;2,828427125;8,602325267;11,3137085;8,062257748;5
240;1;1;1;5;5;20;3;6,708203932;3,605551275;3;4,472135955;4
241;2;1;1;5;4;20;8,544003745;3,605551275;7;8,544003745;7,071067812;3
242;3;1;1;4;4;20;9,219544457;5;6,08276253;9,219544457;5,099019514;5
243;4;1;1;4;4;19;3,605551275;5;1;3,605551275;1,414213562;3
244;5;1;1;3;4;19;9,219544457;1;6,403124237;9,219544457;5,830951895;5
245;6;1;1;3;4;18;10,81665383;3;7,810249676;10,81665383;7,071067812;5
246;7;1;1;3;4;17;10;2;7,615773106;10;7,280109889;5
247;8;1;1;3;4;16;7,211102551;2;4,242640687;7,211102551;3,605551275;5
248;9;1;1;3;4;15;4;6,32455532;4,242640687;4;5;4
249;10;1;1;3;3;15;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
250;11;1;1;3;3;14;9,055385138;5,830951895;6;9,055385138;5;5
251;12;1;1;3;3;13;8,062257748;2,236067977;6,08276253;8,062257748;6;5
252;13;1;1;3;3;12;6,403124237;2,236067977;4,123105626;6,403124237;4;5
253;14;1;1;3;3;11;7,071067812;1,414213562;4,472135955;7,071067812;4,123105626;5
254;15;1;1;3;3;10;10,81665383;3;7,810249676;10,81665383;7,071067812;5
255;16;1;1;3;3;9;9,219544457;5;6,08276253;9,219544457;5,099019514;5
256;17;1;1;3;3;8;8,485281374;0;5,830951895;8,485281374;5,385164807;2
257;18;1;0;3;3;8;1,414213562;7,071067812;2;1,414213562;3;1
258;19;0;0;3;3;8;8,94427191;2,828427125;5,830951895;8,94427191;5;5
259;20;0;0;3;3;7;7,211102551;2;4,242640687;7,211102551;3,605551275;5
260;1;1;1;5;5;20;1;7,810249676;3;1;4;1
261;2;0;1;5;5;20;8,246211251;4,472135955;5,099019514;8,246211251;4,123105626;5
262;3;0;1;5;5;19;7,810249676;1;5,385164807;7,810249676;5,099019514;5
263;4;0;1;5;5;18;3,605551275;5;2,236067977;3,605551275;2,828427125;3
264;5;0;1;4;5;18;9,433981132;2,236067977;6,403124237;9,433981132;5,656854249;5
265;6;0;1;4;5;17;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
266;7;0;1;3;5;17;3,605551275;5;1;3,605551275;1,414213562;3
267;8;0;1;2;5;17;5,385164807;4,123105626;2,236067977;5,385164807;1,414213562;5
268;9;0;1;2;5;16;8,485281374;0;5,830951895;8,485281374;5,385164807;2
269;10;0;0;2;5;16;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
270;11;0;0;1;5;16;8,062257748;2,236067977;5;8,062257748;4,242640687;5
271;12;0;0;1;5;15;4;6,32455532;4,242640687;4;5;4
272;13;0;0;1;4;15;5,099019514;5,099019514;2;5,099019514;1;5
273;14;0;0;1;4;14;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
274;15;0;0;0;4;14;11,40175425;3,16227766;8,485281374;11,40175425;7,810249676;5
275;16;0;0;0;4;13;9,219544457;5;6,08276253;9,219544457;5,099019514;5
276;17;0;0;0;4;12;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;5
277;18;0;0;0;4;11;6;6;5,830951895;6;6,403124237;4
278;19;0;0;0;3;11;8,062257748;7,280109889;5,385164807;8,062257748;4,472135955;5
279;20;0;0;0;3;10;5,099019514;7,071067812;2,828427125;5,099019514;2,236067977;5
280;1;1;1;5;5;20;7,810249676;1;5;7,810249676;4,472135955;5
281;2;1;1;5;5;19;8,246211251;4,472135955;7,071067812;8,246211251;7,280109889;3
282;3;1;1;4;5;19;5;3,605551275;3;5;3,16227766;5
283;4;1;1;4;5;18;7,615773106;3,16227766;4,472135955;7,615773106;3,605551275;5
284;5;1;1;4;5;17;6,32455532;4;3,16227766;6,32455532;2,236067977;5
285;6;1;1;4;5;16;4,123105626;7,280109889;2,236067977;4,123105626;2;5
286;7;1;1;4;5;15;2;7,211102551;3,16227766;2;4,123105626;4
287;8;1;1;4;4;15;10,63014581;2,236067977;7,810249676;10,63014581;7,211102551;5
288;9;1;1;4;4;14;3,16227766;7,615773106;2;3,16227766;2,236067977;3
289;10;1;1;3;4;14;8,544003745;3,605551275;5,385164807;8,544003745;4,472135955;5
290;11;1;1;3;4;13;5,385164807;4,123105626;4,123105626;5,385164807;4,472135955;3
291;12;1;1;2;4;13;1;9,219544457;3,605551275;1;4,472135955;1
292;13;0;1;2;4;13;5,099019514;7,071067812;2,828427125;5,099019514;2,236067977;5
293;14;0;1;2;4;12;6;6;5,830951895;6;6,403124237;3
294;15;0;1;1;4;12;0;8,485281374;3,16227766;0;4,123105626;4
295;16;0;1;1;3;12;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
296;17;0;1;0;3;12;7,615773106;3,16227766;6;7,615773106;6,08276253;5
297;18;0;1;0;3;11;7,071067812;5,099019514;4;7,071067812;3;5
298;19;0;1;0;3;10;10;2;7,615773106;10;7,280109889;2
299;20;0;0;0;3;10;9,055385138;7,615773106;6,32455532;9,055385138;5,385164807;5
300;1;1;1;5;5;20;9,486832981;4,242640687;6,32455532;9,486832981;5,385164807;5
301;2;1;1;5;5;19;9,433981132;2,236067977;7,280109889;9,433981132;7,071067812;2
302;3;1;0;5;5;19;3,16227766;5,830951895;2,828427125;3,16227766;3,605551275;3
303;4;1;0;4;5;19;7,615773106;3,16227766;6;7,615773106;6,08276253;5
304;5;1;0;4;5;18;2,828427125;5,656854249;1,414213562;2,828427125;2,236067977;3
305;6;1;0;3;5;18;2,236067977;6,403124237;1;2,236067977;2;3
306;7;1;0;2;5;18;7,071067812;5,099019514;4;7,071067812;3;5
307;8;1;0;2;5;17;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;1
308;9;0;0;2;5;17;2,236067977;8,062257748;2,236067977;2,236067977;2,828427125;4
309;10;0;0;2;4;17;5,830951895;3,16227766;4;5,830951895;4,123105626;5
310;11;0;0;2;4;16;10;2;7,071067812;10;6,403124237;5
311;12;0;0;2;4;15;8,062257748;2,236067977;5;8,062257748;4,242640687;5
312;13;0;0;2;4;14;6,32455532;4;5,099019514;6,32455532;5,385164807;3
313;14;0;0;1;4;14;8,062257748;5,385164807;7,280109889;8,062257748;7,615773106;3
314;15;0;0;0;4;14;6,32455532;4;5,099019514;6,32455532;5,385164807;5
315;16;0;0;0;4;13;5;6,08276253;2,236067977;5;1,414213562;5
316;17;0;0;0;4;12;6,708203932;3;3,605551275;6,708203932;2,828427125;5
317;18;0;0;0;4;11;7;6,08276253;4,123105626;7;3,16227766;5
318;19;0;0;0;4;10;4,472135955;4,472135955;1,414213562;4,472135955;1;5
319;20;0;0;0;4;9;8,94427191;2,828427125;5,830951895;8,94427191;5;5
320;1;1;1;5;5;20;7,615773106;3,16227766;6;7,615773106;6,08276253;5
321;2;1;1;5;5;19;7,280109889;4,123105626;6,08276253;7,280109889;6,32455532;3
322;3;1;1;4;5;19;5,099019514;5,099019514;2;5,099019514;1;5
323;4;1;1;4;5;18;8,485281374;0;5,830951895;8,485281374;5,385164807;2
324;5;1;0;4;5;18;7,615773106;3,16227766;6;7,615773106;6,08276253;5
325;6;1;0;4;5;17;8,062257748;2,236067977;5;8,062257748;4,242640687;5
326;7;1;0;4;5;16;2,236067977;6,403124237;2,236067977;2,236067977;3,16227766;1
327;8;0;0;4;5;16;6,708203932;3;3,605551275;6,708203932;2,828427125;5
328;9;0;0;4;5;15;5,099019514;5,099019514;4,472135955;5,099019514;5;3
329;10;0;0;3;5;15;6,32455532;4;3,16227766;6,32455532;2,236067977;5
330;11;0;0;3;5;14;7,071067812;7,071067812;4,472135955;7,071067812;3,605551275;5
331;12;0;0;3;5;13;7,211102551;2;4,242640687;7,211102551;3,605551275;5
332;13;0;0;3;5;12;5,830951895;3,16227766;4;5,830951895;4,123105626;3
